,Date,Price,Open,High,Low,Change %,,,,,
Friday,28/07/17,"6,737400","6,742200","6,749800","6,736400","-0,080000000000000000",-0.08%,,,28/07/17,Friday
Saturday,29/07/17,"6,733767","6,741033","6,746100","6,732000","-0,106667",,,,29/07/17,Saturday
Sunday,30/07/17,"6,730133","6,739867","6,742400","6,727600","-0,133333",,,,30/07/17,Sunday
Monday,31/07/17,"6,726500","6,738700","6,738700","6,723200","-0,160000000000000000",-0.16%,,,31/07/17,Monday
Tuesday,01/08/17,"6,718100","6,725200","6,725200","6,715700","-0,120000000000000000",-0.12%,,,01/08/17,Tuesday
Wednesday,02/08/17,"6,721900","6,718900","6,729700","6,718900","0,060000000000000000",0.06%,,,02/08/17,Wednesday
Thursday,03/08/17,"6,716900","6,721900","6,733000","6,716900","-0,070000000000000000",-0.07%,,,03/08/17,Thursday
Friday,04/08/17,"6,728900","6,716700","6,730500","6,714900","0,180000000000000000",0.18%,,,04/08/17,Friday
Saturday,05/08/17,"6,726400","6,719933","6,730000","6,715633","0,083333",,,,05/08/17,Saturday
Sunday,06/08/17,"6,723900","6,723167","6,729500","6,716367","-0,013333",,,,06/08/17,Sunday
Monday,07/08/17,"6,721400","6,726400","6,729000","6,717100","-0,110000000000000000",-0.11%,,,07/08/17,Monday
Tuesday,08/08/17,"6,706500","6,722200","6,722200","6,696600","-0,220000000000000000",-0.22%,,,08/08/17,Tuesday
Wednesday,09/08/17,"6,673900","6,706800","6,707500","6,670800","-0,490000000000000000",-0.49%,,,09/08/17,Wednesday
Thursday,10/08/17,"6,647500","6,673400","6,673400","6,646400","-0,400000000000000000",-0.40%,,,10/08/17,Thursday
Friday,11/08/17,"6,664700","6,649500","6,680100","6,649500","0,260000000000000000",0.26%,,,11/08/17,Friday
Saturday,12/08/17,"6,666833","6,653600","6,677633","6,652000","0,206667",,,,12/08/17,Saturday
Sunday,13/08/17,"6,668967","6,657700","6,675167","6,654500","0,153333",,,,13/08/17,Sunday
Monday,14/08/17,"6,671100","6,661800","6,672700","6,657000","0,100000000000000000",0.10%,,,14/08/17,Monday
Tuesday,15/08/17,"6,685500","6,670500","6,686400","6,669000","0,220000000000000000",0.22%,,,15/08/17,Tuesday
Wednesday,16/08/17,"6,691600","6,686000","6,698100","6,682500","0,090000000000000000",0.09%,,,16/08/17,Wednesday
Thursday,17/08/17,"6,675500","6,692500","6,692500","6,665700","-0,240000000000000000",-0.24%,,,17/08/17,Thursday
Friday,18/08/17,"6,671300","6,674300","6,682800","6,667700","-0,060000000000000000",-0.06%,,,18/08/17,Friday
Saturday,19/08/17,"6,669400","6,673733","6,680600","6,667000","-0,070000",,,,19/08/17,Saturday
Sunday,20/08/17,"6,667500","6,673167","6,678400","6,666300","-0,080000",,,,20/08/17,Sunday
Monday,21/08/17,"6,665600","6,672600","6,676200","6,665600","-0,090000000000000000",-0.09%,,,21/08/17,Monday
Tuesday,22/08/17,"6,662400","6,665400","6,665400","6,654600","-0,050000000000000000",-0.05%,,,22/08/17,Tuesday
Wednesday,23/08/17,"6,658900","6,662000","6,669300","6,658500","-0,050000000000000000",-0.05%,,,23/08/17,Wednesday
Thursday,24/08/17,"6,662000","6,658900","6,666100","6,654100","0,050000000000000000",0.05%,,,24/08/17,Thursday
Friday,25/08/17,"6,649700","6,663200","6,670700","6,646300","-0,180000000000000000",-0.18%,,,25/08/17,Friday
Saturday,26/08/17,"6,638433","6,657700","6,662700","6,636167","-0,290000",,,,26/08/17,Saturday
Sunday,27/08/17,"6,627167","6,652200","6,654700","6,626033","-0,400000",,,,27/08/17,Sunday
Monday,28/08/17,"6,615900","6,646700","6,646700","6,615900","-0,510000000000000000",-0.51%,,,28/08/17,Monday
Tuesday,29/08/17,"6,596800","6,622000","6,625000","6,593800","-0,290000000000000000",-0.29%,,,29/08/17,Tuesday
Wednesday,30/08/17,"6,594400","6,597000","6,599800","6,582300","-0,040000000000000000",-0.04%,,,30/08/17,Wednesday
Thursday,31/08/17,"6,589900","6,592700","6,602500","6,587600","-0,070000000000000000",-0.07%,,,31/08/17,Thursday
Friday,01/09/17,"6,559100","6,592700","6,592700","6,551600","-0,470000000000000000",-0.47%,,,01/09/17,Friday
Saturday,02/09/17,"6,549733","6,581567","6,581933","6,541600","-0,456667",,,,02/09/17,Saturday
Sunday,03/09/17,"6,540367","6,570433","6,571167","6,531600","-0,443333",,,,03/09/17,Sunday
Monday,04/09/17,"6,531000","6,559300","6,560400","6,521600","-0,430000000000000000",-0.43%,,,04/09/17,Monday
Tuesday,05/09/17,"6,538800","6,531200","6,557900","6,519400","0,120000000000000000",0.12%,,,05/09/17,Tuesday
Wednesday,06/09/17,"6,524000","6,536400","6,548500","6,519400","-0,230000000000000000",-0.23%,,,06/09/17,Wednesday
Thursday,07/09/17,"6,486500","6,525600","6,532100","6,485500","-0,570000000000000000",-0.57%,,,07/09/17,Thursday
Friday,08/09/17,"6,481700","6,487300","6,487300","6,439000","-0,070000000000000000",-0.07%,,,08/09/17,Friday
Saturday,09/09/17,"6,497700","6,494633","6,501633","6,459867","0,200000",,,,09/09/17,Saturday
Sunday,10/09/17,"6,513700","6,501967","6,515967","6,480733","0,470000",,,,10/09/17,Sunday
Monday,11/09/17,"6,529700","6,509300","6,530300","6,501600","0,740000000000000000",0.74%,,,11/09/17,Monday
Tuesday,12/09/17,"6,535400","6,527400","6,549800","6,527200","0,090000000000000000",0.09%,,,12/09/17,Tuesday
Wednesday,13/09/17,"6,543000","6,536400","6,543100","6,523600","0,120000000000000000",0.12%,,,13/09/17,Wednesday
Thursday,14/09/17,"6,556000","6,544000","6,560100","6,544000","0,200000000000000000",0.20%,,,14/09/17,Thursday
Friday,15/09/17,"6,552600","6,554500","6,555200","6,538800","-0,050000000000000000",-0.05%,,,15/09/17,Friday
Saturday,16/09/17,"6,559767","6,552233","6,562100","6,541633","0,076667",,,,16/09/17,Saturday
Sunday,17/09/17,"6,566933","6,549967","6,569000","6,544467","0,203333",,,,17/09/17,Sunday
Monday,18/09/17,"6,574100","6,547700","6,575900","6,547300","0,330000000000000000",0.33%,,,18/09/17,Monday
Tuesday,19/09/17,"6,583800","6,576200","6,600600","6,575800","0,150000000000000000",0.15%,,,19/09/17,Tuesday
Wednesday,20/09/17,"6,574900","6,584900","6,584900","6,567500","-0,140000000000000000",-0.14%,,,20/09/17,Wednesday
Thursday,21/09/17,"6,589900","6,573900","6,604100","6,573900","0,230000000000000000",0.23%,,,21/09/17,Thursday
Friday,22/09/17,"6,591100","6,587300","6,599600","6,573200","0,020000000000000000",0.02%,,,22/09/17,Friday
Saturday,23/09/17,"6,601133","6,588833","6,607267","6,579433","0,166667",,,,23/09/17,Saturday
Sunday,24/09/17,"6,611167","6,590367","6,614933","6,585667","0,313333",,,,24/09/17,Sunday
Monday,25/09/17,"6,621200","6,591900","6,622600","6,591900","0,460000000000000000",0.46%,,,25/09/17,Monday
Tuesday,26/09/17,"6,640100","6,618000","6,641800","6,614400","0,290000000000000000",0.29%,,,26/09/17,Tuesday
Wednesday,27/09/17,"6,642500","6,637100","6,644700","6,632100","0,040000000000000000",0.04%,,,27/09/17,Wednesday
Thursday,28/09/17,"6,664000","6,643700","6,678000","6,643700","0,320000000000000000",0.32%,,,28/09/17,Thursday
Friday,29/09/17,"6,653400","6,657100","6,682100","6,636800","-0,160000000000000000",-0.16%,,,29/09/17,Friday
Saturday,30/09/17,"6,653400","6,655867","6,672533","6,642333","-0,106667",,,,30/09/17,Saturday
Sunday,01/10/17,"6,653400","6,654633","6,662967","6,647867","-0,053333",,,,01/10/17,Sunday
Monday,02/10/17,"6,653400","6,653400","6,653400","6,653400","0,000000000000000000",0.00%,,,02/10/17,Monday
Tuesday,03/10/17,"6,653400","6,653400","6,653400","6,653400","0,000000000000000000",0.00%,,,03/10/17,Tuesday
Wednesday,04/10/17,"6,653400","6,653400","6,653400","6,653400","0,000000000000000000",0.00%,,,04/10/17,Wednesday
Thursday,05/10/17,"6,653400","6,653400","6,653400","6,653400","0,000000000000000000",0.00%,,,05/10/17,Thursday
Friday,06/10/17,"6,653400","6,653400","6,653400","6,653400","0,000000000000000000",0.00%,,,06/10/17,Friday
Saturday,07/10/17,"6,644100","6,654033","6,654633","6,642967","-0,140000",,,,07/10/17,Saturday
Sunday,08/10/17,"6,634800","6,654667","6,655867","6,632533","-0,280000",,,,08/10/17,Sunday
Monday,09/10/17,"6,625500","6,655300","6,657100","6,622100","-0,420000000000000000",-0.42%,,,09/10/17,Monday
Tuesday,10/10/17,"6,571500","6,623700","6,623700","6,571500","-0,820000000000000000",-0.82%,,,10/10/17,Tuesday
Wednesday,11/10/17,"6,590200","6,572400","6,600300","6,572400","0,280000000000000000",0.28%,,,11/10/17,Wednesday
Thursday,12/10/17,"6,588000","6,589600","6,599700","6,583800","-0,030000000000000000",-0.03%,,,12/10/17,Thursday
Friday,13/10/17,"6,579600","6,586600","6,588600","6,573700","-0,130000000000000000",-0.13%,,,13/10/17,Friday
Saturday,14/10/17,"6,583033","6,584367","6,590533","6,573867","-0,033333",,,,14/10/17,Saturday
Sunday,15/10/17,"6,586467","6,582133","6,592467","6,574033","0,063333",,,,15/10/17,Sunday
Monday,16/10/17,"6,589900","6,579900","6,594400","6,574200","0,160000000000000000",0.16%,,,16/10/17,Monday
Tuesday,17/10/17,"6,623500","6,590000","6,624800","6,589900","0,510000000000000000",0.51%,,,17/10/17,Tuesday
Wednesday,18/10/17,"6,627400","6,624400","6,629000","6,608000","0,060000000000000000",0.06%,,,18/10/17,Wednesday
Thursday,19/10/17,"6,615100","6,627500","6,639100","6,612600","-0,190000000000000000",-0.19%,,,19/10/17,Thursday
Friday,20/10/17,"6,620500","6,614500","6,627100","6,605000","0,080000000000000000",0.08%,,,20/10/17,Friday
Saturday,21/10/17,"6,627000","6,616500","6,631767","6,610167","0,150000",,,,21/10/17,Saturday
Sunday,22/10/17,"6,633500","6,618500","6,636433","6,615333","0,220000",,,,22/10/17,Sunday
Monday,23/10/17,"6,640000","6,620500","6,641100","6,620500","0,290000000000000000",0.29%,,,23/10/17,Monday
Tuesday,24/10/17,"6,635800","6,640300","6,640300","6,627000","-0,060000000000000000",-0.06%,,,24/10/17,Tuesday
Wednesday,25/10/17,"6,639000","6,637500","6,649200","6,635100","0,050000000000000000",0.05%,,,25/10/17,Wednesday
Thursday,26/10/17,"6,642600","6,638400","6,643500","6,631900","0,050000000000000000",0.05%,,,26/10/17,Thursday
Friday,27/10/17,"6,651400","6,640800","6,663200","6,640700","0,130000000000000000",0.13%,,,27/10/17,Friday
Saturday,28/10/17,"6,649767","6,643233","6,659667","6,641967","0,063333",,,,28/10/17,Saturday
Sunday,29/10/17,"6,648133","6,645667","6,656133","6,643233","-0,003333",,,,29/10/17,Sunday
Monday,30/10/17,"6,646500","6,648100","6,652600","6,644500","-0,070000000000000000",-0.07%,,,30/10/17,Monday
Tuesday,31/10/17,"6,634900","6,646100","6,646100","6,625000","-0,170000000000000000",-0.17%,,,31/10/17,Tuesday
Wednesday,01/11/17,"6,602900","6,633900","6,638500","6,601100","-0,480000000000000000",-0.48%,,,01/11/17,Wednesday
Thursday,02/11/17,"6,608900","6,603900","6,613200","6,585100","0,090000000000000000",0.09%,,,02/11/17,Thursday
Friday,03/11/17,"6,639000","6,609800","6,639900","6,606600","0,460000000000000000",0.46%,,,03/11/17,Friday
Saturday,04/11/17,"6,637267","6,619433","6,641067","6,614500","0,280000",,,,04/11/17,Saturday
Sunday,05/11/17,"6,635533","6,629067","6,642233","6,622400","0,100000",,,,05/11/17,Sunday
Monday,06/11/17,"6,633800","6,638700","6,643400","6,630300","-0,080000000000000000",-0.08%,,,06/11/17,Monday
Tuesday,07/11/17,"6,640000","6,632100","6,642100","6,622400","0,090000000000000000",0.09%,,,07/11/17,Tuesday
Wednesday,08/11/17,"6,628000","6,641100","6,646700","6,625600","-0,180000000000000000",-0.18%,,,08/11/17,Wednesday
Thursday,09/11/17,"6,640300","6,627400","6,644100","6,626600","0,190000000000000000",0.19%,,,09/11/17,Thursday
Friday,10/11/17,"6,641400","6,639400","6,646500","6,636100","0,020000000000000000",0.02%,,,10/11/17,Friday
Saturday,11/11/17,"6,641100","6,642933","6,648700","6,636933","0,010000",,,,11/11/17,Saturday
Sunday,12/11/17,"6,640800","6,646467","6,650900","6,637767","0,000000",,,,12/11/17,Sunday
Monday,13/11/17,"6,640500","6,650000","6,653100","6,638600","-0,010000000000000000",-0.01%,,,13/11/17,Monday
Tuesday,14/11/17,"6,636300","6,639700","6,645000","6,634300","-0,060000000000000000",-0.06%,,,14/11/17,Tuesday
Wednesday,15/11/17,"6,623500","6,638500","6,638800","6,615800","-0,190000000000000000",-0.19%,,,15/11/17,Wednesday
Thursday,16/11/17,"6,630700","6,623500","6,640600","6,623500","0,110000000000000000",0.11%,,,16/11/17,Thursday
Friday,17/11/17,"6,626700","6,629600","6,637300","6,624200","-0,060000000000000000",-0.06%,,,17/11/17,Friday
Saturday,18/11/17,"6,629467","6,629567","6,638933","6,625967","0,003333",,,,18/11/17,Saturday
Sunday,19/11/17,"6,632233","6,629533","6,640567","6,627733","0,066667",,,,19/11/17,Sunday
Monday,20/11/17,"6,635000","6,629500","6,642200","6,629500","0,130000000000000000",0.13%,,,20/11/17,Monday
Tuesday,21/11/17,"6,629600","6,633100","6,645000","6,627700","-0,080000000000000000",-0.08%,,,21/11/17,Tuesday
Wednesday,22/11/17,"6,610200","6,628100","6,634300","6,609200","-0,290000000000000000",-0.29%,,,22/11/17,Wednesday
Thursday,23/11/17,"6,583500","6,613100","6,613100","6,576100","-0,400000000000000000",-0.40%,,,23/11/17,Thursday
Friday,24/11/17,"6,602200","6,576500","6,608500","6,576200","0,280000000000000000",0.28%,,,24/11/17,Friday
Saturday,25/11/17,"6,600433","6,584333","6,608067","6,582800","0,160000",,,,25/11/17,Saturday
Sunday,26/11/17,"6,598667","6,592167","6,607633","6,589400","0,040000",,,,26/11/17,Sunday
Monday,27/11/17,"6,596900","6,600000","6,607200","6,596000","-0,080000000000000000",-0.08%,,,27/11/17,Monday
Tuesday,28/11/17,"6,607600","6,602800","6,612000","6,593800","0,160000000000000000",0.16%,,,28/11/17,Tuesday
Wednesday,29/11/17,"6,609400","6,605300","6,611900","6,594700","0,030000000000000000",0.03%,,,29/11/17,Wednesday
Thursday,30/11/17,"6,612800","6,614300","6,621200","6,606000","0,050000000000000000",0.05%,,,30/11/17,Thursday
Friday,01/12/17,"6,617400","6,611200","6,619400","6,608200","0,070000000000000000",0.07%,,,01/12/17,Friday
Saturday,02/12/17,"6,618167","6,611233","6,620000","6,609233","0,056667",,,,02/12/17,Saturday
Sunday,03/12/17,"6,618933","6,611267","6,620600","6,610267","0,043333",,,,03/12/17,Sunday
Monday,04/12/17,"6,619700","6,611300","6,621200","6,611300","0,030000000000000000",0.03%,,,04/12/17,Monday
Tuesday,05/12/17,"6,619100","6,616300","6,620000","6,612600","-0,010000000000000000",-0.01%,,,05/12/17,Tuesday
Wednesday,06/12/17,"6,614800","6,617300","6,620800","6,611700","-0,060000000000000000",-0.06%,,,06/12/17,Wednesday
Thursday,07/12/17,"6,619300","6,617000","6,621200","6,614500","0,070000000000000000",0.07%,,,07/12/17,Thursday
Friday,08/12/17,"6,621200","6,618400","6,621900","6,615200","0,030000000000000000",0.03%,,,08/12/17,Friday
Saturday,09/12/17,"6,620333","6,617667","6,620867","6,615133","0,006667",,,,09/12/17,Saturday
Sunday,10/12/17,"6,619467","6,616933","6,619833","6,615067","-0,016667",,,,10/12/17,Sunday
Monday,11/12/17,"6,618600","6,616200","6,618800","6,615000","-0,040000000000000000",-0.04%,,,11/12/17,Monday
Tuesday,12/12/17,"6,621500","6,615100","6,623500","6,615100","0,040000000000000000",0.04%,,,12/12/17,Tuesday
Wednesday,13/12/17,"6,617400","6,619800","6,623000","6,616300","-0,060000000000000000",-0.06%,,,13/12/17,Wednesday
Thursday,14/12/17,"6,609500","6,604700","6,611700","6,604100","-0,120000000000000000",-0.12%,,,14/12/17,Thursday
Friday,15/12/17,"6,609400","6,607100","6,611700","6,606300","0,000000000000000000",-0.00%,,,15/12/17,Friday
Saturday,16/12/17,"6,611733","6,608800","6,614133","6,608200","0,036667",,,,16/12/17,Saturday
Sunday,17/12/17,"6,614067","6,610500","6,616567","6,610100","0,073333",,,,17/12/17,Sunday
Monday,18/12/17,"6,616400","6,612200","6,619000","6,612000","0,110000000000000000",0.11%,,,18/12/17,Monday
Tuesday,19/12/17,"6,604700","6,615900","6,618500","6,602200","-0,180000000000000000",-0.18%,,,19/12/17,Tuesday
Wednesday,20/12/17,"6,578500","6,604000","6,606600","6,575800","-0,400000000000000000",-0.40%,,,20/12/17,Wednesday
Thursday,21/12/17,"6,584700","6,559500","6,588500","6,555000","0,090000000000000000",0.09%,,,21/12/17,Thursday
Friday,22/12/17,"6,577400","6,581900","6,586000","6,569400","-0,110000000000000000",-0.11%,,,22/12/17,Friday
Saturday,23/12/17,"6,564833","6,578200","6,581733","6,559200","-0,263333",,,,23/12/17,Saturday
Sunday,24/12/17,"6,552267","6,574500","6,577467","6,549000","-0,416667",,,,24/12/17,Sunday
Monday,25/12/17,"6,539700","6,570800","6,573200","6,538800","-0,570000000000000000",-0.57%,,,25/12/17,Monday
Tuesday,26/12/17,"6,545300","6,539900","6,558400","6,535400","0,090000000000000000",0.09%,,,26/12/17,Tuesday
Wednesday,27/12/17,"6,556800","6,541800","6,559800","6,541800","0,180000000000000000",0.18%,,,27/12/17,Wednesday
Thursday,28/12/17,"6,533400","6,554200","6,559800","6,530400","-0,360000000000000000",-0.36%,,,28/12/17,Thursday
Friday,29/12/17,"6,506600","6,527400","6,530400","6,502700","-0,410000000000000000",-0.41%,,,29/12/17,Friday
Saturday,30/12/17,"6,506600","6,520467","6,522467","6,504000","-0,273333",,,,30/12/17,Saturday
Sunday,31/12/17,"6,506600","6,513533","6,514533","6,505300","-0,136667",,,,31/12/17,Sunday
Monday,01/01/18,"6,506600","6,506600","6,506600","6,506600","0,000000000000000000",0.00%,,,01/01/18,Monday
Tuesday,02/01/18,"6,493400","6,496300","6,505400","6,492000","-0,200000000000000000",-0.20%,,,02/01/18,Tuesday
Wednesday,03/01/18,"6,503000","6,497000","6,512600","6,497000","0,150000000000000000",0.15%,,,03/01/18,Wednesday
Thursday,04/01/18,"6,493400","6,503400","6,511100","6,492700","-0,150000000000000000",-0.15%,,,04/01/18,Thursday
Friday,05/01/18,"6,488700","6,481300","6,491100","6,479400","-0,070000000000000000",-0.07%,,,05/01/18,Friday
Saturday,06/01/18,"6,492367","6,479800","6,494567","6,478533","0,010000",,,,06/01/18,Saturday
Sunday,07/01/18,"6,496033","6,478300","6,498033","6,477667","0,090000",,,,07/01/18,Sunday
Monday,08/01/18,"6,499700","6,476800","6,501500","6,476800","0,170000000000000000",0.17%,,,08/01/18,Monday
Tuesday,09/01/18,"6,529700","6,506900","6,532900","6,501100","0,460000000000000000",0.46%,,,09/01/18,Tuesday
Wednesday,10/01/18,"6,508100","6,532800","6,537300","6,503100","-0,330000000000000000",-0.33%,,,10/01/18,Wednesday
Thursday,11/01/18,"6,495800","6,513300","6,517900","6,491600","-0,190000000000000000",-0.19%,,,11/01/18,Thursday
Friday,12/01/18,"6,461000","6,488600","6,490500","6,453600","-0,540000000000000000",-0.54%,,,12/01/18,Friday
Saturday,13/01/18,"6,453033","6,476433","6,479000","6,442033","-0,483333",,,,13/01/18,Saturday
Sunday,14/01/18,"6,445067","6,464267","6,467500","6,430467","-0,426667",,,,14/01/18,Sunday
Monday,15/01/18,"6,437100","6,452100","6,456000","6,418900","-0,370000000000000000",-0.37%,,,15/01/18,Monday
Tuesday,16/01/18,"6,444000","6,439100","6,447700","6,426600","0,110000000000000000",0.11%,,,16/01/18,Tuesday
Wednesday,17/01/18,"6,434300","6,427300","6,440400","6,419900","-0,150000000000000000",-0.15%,,,17/01/18,Wednesday
Thursday,18/01/18,"6,420300","6,437400","6,443700","6,417700","-0,220000000000000000",-0.22%,,,18/01/18,Thursday
Friday,19/01/18,"6,404000","6,405600","6,411200","6,392600","-0,250000000000000000",-0.25%,,,19/01/18,Friday
Saturday,20/01/18,"6,404400","6,407133","6,412700","6,395000","-0,160000",,,,20/01/18,Saturday
Sunday,21/01/18,"6,404800","6,408667","6,414200","6,397400","-0,070000",,,,21/01/18,Sunday
Monday,22/01/18,"6,405200","6,410200","6,415700","6,399800","0,020000000000000000",0.02%,,,22/01/18,Monday
Tuesday,23/01/18,"6,404700","6,394800","6,413900","6,394800","-0,010000000000000000",-0.01%,,,23/01/18,Tuesday
Wednesday,24/01/18,"6,370000","6,397000","6,401300","6,369600","-0,540000000000000000",-0.54%,,,24/01/18,Wednesday
Thursday,25/01/18,"6,323800","6,357900","6,360000","6,318500","-0,730000000000000000",-0.73%,,,25/01/18,Thursday
Friday,26/01/18,"6,320100","6,326100","6,334300","6,311800","-0,060000000000000000",-0.06%,,,26/01/18,Friday
Saturday,27/01/18,"6,325867","6,327267","6,336133","6,316733","0,050000",,,,27/01/18,Saturday
Sunday,28/01/18,"6,331633","6,328433","6,337967","6,321667","0,160000",,,,28/01/18,Sunday
Monday,29/01/18,"6,337400","6,329600","6,339800","6,326600","0,270000000000000000",0.27%,,,29/01/18,Monday
Tuesday,30/01/18,"6,323900","6,337000","6,347700","6,319700","-0,210000000000000000",-0.21%,,,30/01/18,Tuesday
Wednesday,31/01/18,"6,288800","6,330200","6,335300","6,288200","-0,560000000000000000",-0.56%,,,31/01/18,Wednesday
Thursday,01/02/18,"6,299500","6,295600","6,309700","6,288500","0,170000000000000000",0.17%,,,01/02/18,Thursday
Friday,02/02/18,"6,301400","6,282300","6,304100","6,270700","0,030000000000000000",0.03%,,,02/02/18,Friday
Saturday,03/02/18,"6,297600","6,290333","6,305967","6,276033","-0,040000",,,,03/02/18,Saturday
Sunday,04/02/18,"6,293800","6,298367","6,307833","6,281367","-0,110000",,,,04/02/18,Sunday
Monday,05/02/18,"6,290000","6,306400","6,309700","6,286700","-0,180000000000000000",-0.18%,,,05/02/18,Monday
Tuesday,06/02/18,"6,283200","6,297700","6,301000","6,268800","-0,110000000000000000",-0.11%,,,06/02/18,Tuesday
Wednesday,07/02/18,"6,269400","6,264500","6,270300","6,256500","-0,220000000000000000",-0.22%,,,07/02/18,Wednesday
Thursday,08/02/18,"6,327000","6,289900","6,344900","6,285400","0,920000000000000000",0.92%,,,08/02/18,Thursday
Friday,09/02/18,"6,296900","6,325200","6,331800","6,293200","-0,480000000000000000",-0.48%,,,09/02/18,Friday
Saturday,10/02/18,"6,307100","6,314767","6,332133","6,291300","-0,156667",,,,10/02/18,Saturday
Sunday,11/02/18,"6,317300","6,304333","6,332467","6,289400","0,166667",,,,11/02/18,Sunday
Monday,12/02/18,"6,327500","6,293900","6,332800","6,287500","0,490000000000000000",0.49%,,,12/02/18,Monday
Tuesday,13/02/18,"6,341000","6,328100","6,350500","6,324000","0,210000000000000000",0.21%,,,13/02/18,Tuesday
Wednesday,14/02/18,"6,348200","6,339300","6,357400","6,333900","0,110000000000000000",0.11%,,,14/02/18,Wednesday
Thursday,15/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000000000000000",0.00%,,,15/02/18,Thursday
Friday,16/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000000000000000",0.00%,,,16/02/18,Friday
Saturday,17/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000",,,,17/02/18,Saturday
Sunday,18/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000",,,,18/02/18,Sunday
Monday,19/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000000000000000",0.00%,,,19/02/18,Monday
Tuesday,20/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000000000000000",0.00%,,,20/02/18,Tuesday
Wednesday,21/02/18,"6,348200","6,348200","6,348200","6,348200","0,000000000000000000",0.00%,,,21/02/18,Wednesday
Thursday,22/02/18,"6,350100","6,347900","6,365500","6,345700","0,030000000000000000",0.03%,,,22/02/18,Thursday
Friday,23/02/18,"6,337300","6,349800","6,352400","6,335400","-0,200000000000000000",-0.20%,,,23/02/18,Friday
Saturday,24/02/18,"6,330200","6,342067","6,344300","6,326200","-0,246667",,,,24/02/18,Saturday
Sunday,25/02/18,"6,323100","6,334333","6,336200","6,317000","-0,293333",,,,25/02/18,Sunday
Monday,26/02/18,"6,316000","6,326600","6,328100","6,307800","-0,340000000000000000",-0.34%,,,26/02/18,Monday
Tuesday,27/02/18,"6,317000","6,300200","6,317200","6,293200","0,020000000000000000",0.02%,,,27/02/18,Tuesday
Wednesday,28/02/18,"6,331100","6,334500","6,336900","6,324700","0,220000000000000000",0.22%,,,28/02/18,Wednesday
Thursday,01/03/18,"6,358200","6,329500","6,360200","6,329500","0,430000000000000000",0.43%,,,01/03/18,Thursday
Friday,02/03/18,"6,345400","6,344600","6,362700","6,340600","-0,200000000000000000",-0.20%,,,02/03/18,Friday
Saturday,03/03/18,"6,346767","6,339233","6,358333","6,336433","-0,113333",,,,03/03/18,Saturday
Sunday,04/03/18,"6,348133","6,333867","6,353967","6,332267","-0,026667",,,,04/03/18,Sunday
Monday,05/03/18,"6,349500","6,328500","6,349600","6,328100","0,060000000000000000",0.06%,,,05/03/18,Monday
Tuesday,06/03/18,"6,309800","6,335000","6,347900","6,309800","-0,630000000000000000",-0.63%,,,06/03/18,Tuesday
Wednesday,07/03/18,"6,325500","6,326900","6,333200","6,319500","0,250000000000000000",0.25%,,,07/03/18,Wednesday
Thursday,08/03/18,"6,342200","6,333200","6,342300","6,326200","0,260000000000000000",0.26%,,,08/03/18,Thursday
Friday,09/03/18,"6,332600","6,350200","6,355600","6,332600","-0,150000000000000000",-0.15%,,,09/03/18,Friday
Saturday,10/03/18,"6,331733","6,343500","6,348800","6,329767","-0,113333",,,,10/03/18,Saturday
Sunday,11/03/18,"6,330867","6,336800","6,342000","6,326933","-0,076667",,,,11/03/18,Sunday
Monday,12/03/18,"6,330000","6,330100","6,335200","6,324100","-0,040000000000000000",-0.04%,,,12/03/18,Monday
Tuesday,13/03/18,"6,321600","6,322300","6,336200","6,321600","-0,130000000000000000",-0.13%,,,13/03/18,Tuesday
Wednesday,14/03/18,"6,318000","6,322000","6,326100","6,310000","-0,060000000000000000",-0.06%,,,14/03/18,Wednesday
Thursday,15/03/18,"6,322100","6,308000","6,324400","6,307100","0,060000000000000000",0.06%,,,15/03/18,Thursday
Friday,16/03/18,"6,335000","6,335200","6,337700","6,325900","0,200000000000000000",0.20%,,,16/03/18,Friday
Saturday,17/03/18,"6,334067","6,335867","6,338367","6,327333","0,120000",,,,17/03/18,Saturday
Sunday,18/03/18,"6,333133","6,336533","6,339033","6,328767","0,040000",,,,18/03/18,Sunday
Monday,19/03/18,"6,332200","6,337200","6,339700","6,330200","-0,040000000000000000",-0.04%,,,19/03/18,Monday
Tuesday,20/03/18,"6,334100","6,325500","6,334300","6,324600","0,030000000000000000",0.03%,,,20/03/18,Tuesday
Wednesday,21/03/18,"6,323200","6,336400","6,337300","6,323200","-0,170000000000000000",-0.17%,,,21/03/18,Wednesday
Thursday,22/03/18,"6,335000","6,315600","6,336100","6,315500","0,190000000000000000",0.19%,,,22/03/18,Thursday
Friday,23/03/18,"6,316000","6,335100","6,338200","6,316000","-0,300000000000000000",-0.30%,,,23/03/18,Friday
Saturday,24/03/18,"6,301800","6,328033","6,332400","6,301800","-0,423333",,,,24/03/18,Saturday
Sunday,25/03/18,"6,287600","6,320967","6,326600","6,287600","-0,546667",,,,25/03/18,Sunday
Monday,26/03/18,"6,273400","6,313900","6,320800","6,273400","-0,670000000000000000",-0.67%,,,26/03/18,Monday
